Listing_Address,Zip_code,Listing_Status,Listing_Type,Price,Sold_Date,Num_Bedrooms,Num_Bathrooms,Sqft,Parking,Hoa_Fees,Year_Built
900 W Washington Blvd #301,,Sold,Condo,1200000,09/18/19,2,3,1605,Y,465,2019
728 N Ada St APT 3,,Sold,Condo,747000,09/02/20,3,2,2400,Y,250,2009
1925 W Chicago Ave APT 2,,Sold,Condo,490000,07/06/20,3,2,No Data,Y,230,2008
1353 W Grand Ave,,Sold,Condo,525000,05/19/20,,--,,N,N/A,2000
471 N Armour St,,Sold,Townhouse,235000,09/11/20,3,3,2100,Y,N/A,1998
1506 W Grand Ave APT 2W,,Sold,Multi Family,2500,05/01/20,2,2,,Y,N/A,2004
1402 W Grand Ave UNIT 3,,Sold,Condo,440000,09/14/20,2,2,1400,Y,190,2008
1627 W Huron St,,Sold,Single Family,1050000,03/31/20,4,4,3972,Y,N/A,2006
1801 W Grand Ave #09,,Sold,N/A,1590000,03/06/20,9,N/A,N/A,N/A,N/A,N/A
1224 W Ohio St #3,,Sold,Condo,625000,06/26/20,2,2,No Data,Y,218,2017
1203 W Superior St #2B,,Sold,Condo,545000,03/06/20,3,2,1500,Y,140,2019
1510 W Grand Ave APT 1E,,Sold,Condo,520000,07/20/20,3,3,2100,Y,400,2003
215 N Aberdeen St #P-70,,Sold,Single Family,362500,10/22/19,,--,,N,433,1918
2439 W Huron St,,Sold,Multi Family,419000,06/17/20,4,2,No Data,Y,N/A,Data
1823 W Superior St #3,,Sold,Apartment,1700,08/01/19,2,1,,Y,N/A,1891
2015 W Superior St,,Sold,Apartment,575000,07/19/20,3,2,,N,N/A,1889
None,,,Contact manager,N/A,N/A,2,1.,,"Pets:Cats, large dogs, small dogs",1,ondo
725 N Hoyne Ave,,Sold,Multi Family,575000,09/22/19,,3,No Data,N,N/A,1892
448 N Carpenter St UNIT C,,Sold,Townhouse,760000,03/02/20,3,2,2400,Y,150,1996
1232 W Hubbard St,,Sold,Apartment,850000,01/01/20,,--,,N,N/A,Data
1505 W Huron St,,Sold,Multi Family,960000,05/22/20,9,4,750,Y,N/A,1889
100 N Hermitage Ave UNIT 704,,Sold,Condo,221500,10/17/19,2,1,1040,Y,450,2006
1436 W Huron St #2,,Sold,Condo,375000,09/01/20,2,2,No Data,Y,150,1998
2515 W Chicago Ave #4,,Sold,Condo,529000,05/27/20,,--,,N,N/A,Data
515 N Noble St APT 201,,Sold,Apartment,312500,08/14/19,1,1,,Y,294,1884
1417 W Superior St #1,,Sold,Condo,549000,07/13/20,3,3,2200,Y,177,1999
1479 W Erie St,,Sold,Single Family,940000,06/23/20,4,4,4000,Y,N/A,2005
804 W Lake St,,Sold,Single Family,5521500,04/23/20,,--,,N,N/A,1989
1803 W Huron St #3,,Sold,Condo,460000,08/04/19,2,2,1500,Y,266,1906
2340 W Ohio St,,Sold,Single Family,1350000,06/28/20,6,5,5300,Y,N/A,2007
532 N Claremont Ave,,Sold,Single Family,570000,06/14/20,3,2.,1428,Y,N/A,1879
2510 W Washington Blvd,,Sold,Single Family,339000,01/02/20,3,3,2625,Y,N/A,2002
1220 W Ohio St #2,,Sold,Condo,470000,10/18/19,2,2,No Data,Y,199,2018
1506 W Grand Ave APT 1W,,Sold,Condo,475000,06/22/20,3,3,2200,Y,433,2003
2128 W Ohio St,,Sold,Single Family,1195000,07/07/20,4,4,3502,Y,N/A,2014
1829 W Huron St APT 2F,,Sold,Condo,380000,09/11/20,2,1,1400,Y,150,1920
2648 W Maypole Ave,,Sold,Single Family,165000,10/16/19,3,1,1440,Y,N/A,1885
2303 W Chicago Ave APT 4,,Sold,Condo,340000,01/02/20,2,2,1400,Y,200,2004
1455 W Grand Ave APT 1F,,Sold,Condo,312000,09/12/19,2,2,1200,Y,202,1998
525 N Ada St APT 20,,Sold,Condo,350000,09/02/19,2,1,1122,Y,360,1947
618 N May St #C,,Sold,Multi Family,580000,03/12/20,2,2.,2000,Y,318,2001
2159 W Erie St,,Sold,Multi Family,736500,08/13/19,7,4,650,Y,N/A,1898
416 N Ada St APT 1,,Sold,Condo,390000,06/27/20,3,2,1432,Y,288,2003
None,,,Condo,N/A,"$269,426",2,2,1278,Y,535,2006
525 N Ada St APT 36,,Sold,Condo,335000,09/01/20,1,1,1000,Y,265,1945
613 N Paulina St #2,,Sold,Condo,375000,08/14/20,2,2,1200,Y,115,1999
2448 W Ohio St,,Sold,Single Family,1262500,07/06/20,5,4,4200,Y,N/A,2019
1807 W Grand Ave,,Sold,N/A,1590000,03/08/20,2,N/A,N/A,N/A,N/A,N/A
1617 W Grand Ave APT 3E,,Sold,Condo,586500,09/17/19,3,2,2150,Y,229,2014
1735 W Erie St #1N,,Sold,Condo,345000,08/19/19,2,2,1378,Y,385,1891
215 N Aberdeen St UNIT 507B,,Sold,Condo,267500,11/18/19,1,1,750,Y,300,2000
1945 W Erie St #3W,,Sold,Condo,475500,03/29/20,2,2,1500,Y,258,2004
2106 W Race Ave,,Sold,Single Family,990000,10/06/19,4,4,3200,Y,N/A,2016
None,,,Condo,N/A,"$964,260",2,2,1700,Y,840,1882
613 N Noble St #2,,Sold,Condo,378000,08/25/20,2,2,1200,Y,133,2005
106 N Aberdeen St UNIT 3H,,Sold,Condo,321500,01/28/20,1,2,850,Y,346,2015
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2258 W Huron St UNIT S,,Sold,Condo,414000,05/14/20,,--,,N,415,1914
215 N Aberdeen St UNIT 304B,,Sold,Condo,420000,07/29/20,2,2,1200,Y,602,2001
2004 W Huron St APT 2E,,Sold,Condo,515000,12/09/19,3,3,1900,Y,267,2009
1260 W Washington Blvd APT 502,,Sold,Condo,500000,08/26/19,2,2,1200,Y,408,2000
1506 W Superior St #1,,Sold,Condo,642000,01/27/20,,--,,N,N/A,Data
400 N Racine Ave APT 219,,Sold,Condo,833000,06/16/20,3,4,2650,Y,517,1992
2305 W Chicago Ave APT 1,,Sold,Condo,347000,04/08/20,2,2,1400,Y,150,2002
1203 W Superior St #2C,,Sold,Condo,520000,07/28/20,3,2,1450,Y,115,2019
1157 W Erie St #2E,,Sold,Condo,899900,08/07/20,3,3,2100,Y,300,2020
1203 W Superior St #1C,,Sold,Condo,730000,07/28/20,4,3,2800,Y,218,2019
215 N Aberdeen St #P-60,,Sold,Single Family,540000,09/30/19,1,1,,N,433,1918
740 W Fulton St APT 1101,,Sold,Condo,512000,08/20/20,2,2,1395,Y,745,2007
1459 W Superior St #3E,,Sold,Condo,659000,01/03/20,3,2,No Data,Y,189,2019
1474 W Ohio St #1,,Sold,Condo,775000,08/07/20,4,3,No Data,Y,250,2020
2244 W Erie St,,Sold,Single Family,845000,08/24/20,4,3,2600,Y,N/A,1890
1735 W Erie St #3S,,Sold,Condo,315000,07/16/20,2,1,900,Y,188,1891
530 N Wood St APT A,,Sold,Townhouse,640000,03/16/20,3,4,3000,Y,503,1998
745 N Wolcott Ave #6,,Sold,Condo,395000,04/19/20,2,2,No Data,Y,223,1900
1801 W Chicago Ave UNIT 2E,,Sold,Condo,650000,10/29/19,3,2,1850,Y,281,2015
1800 W Erie St APT 2,,Sold,Condo,398000,08/27/19,2,2,1100,Y,250,2004
537 N Hartland Ct,,Sold,Single Family,720000,07/13/20,4,3,2500,Y,N/A,2005
457 N Aberdeen St UNIT 3N,,Sold,Condo,455000,04/08/20,,--,,N,N/A,Data
1432 W Erie St APT 2R,,Sold,Condo,346500,11/20/19,2,2,1050,Y,175,1998
1506 W Grand Ave APT 2E,,Sold,Condo,417000,07/01/20,2,2,1400,Y,281,2003
2140 W Huron St APT 2F,,Sold,Condo,251000,05/11/20,2,2,1800,N,150,1891
1910 W Superior St #1,,Sold,Condo,354000,07/13/20,2,2,1250,Y,200,1890
1118 W Fulton Market APT 501,,Sold,Condo,730000,10/17/19,3,2,2150,Y,513,1923
516 N Leavitt St #2,,Sold,Condo,328000,09/01/20,2,2,1000,N,156,1890
1533 W Superior St #S,,Sold,Condo,835000,09/09/19,4,4,No Data,Y,120,2018
2057 W Ohio St,,Sold,Single Family,1150000,08/04/19,4,4.,4500,Y,N/A,2008
717 N Elizabeth St #1,,Sold,Condo,395000,07/01/20,3,3,2200,Y,180,2008
1464 W Ohio St #2F2ND,,Sold,Apartment,1500,05/12/20,2,2,,N,N/A,Data
622 N Rockwell St APT 203,,Sold,Condo,475000,08/22/19,3,2,1700,Y,298,2013
1714 W Hubbard St,,Sold,Single Family,3700000,03/11/20,,--,,N,N/A,1928
1460 W Ohio St APT 3R,,Sold,Condo,329000,07/24/20,2,1,1000,Y,157,2002
514 N Armour St APT 2F,,Sold,Condo,247000,10/31/19,1,1,,Y,220,2006
2257 W Lake St #10,,Sold,Condo,301000,08/23/20,,--,,N,N/A,Data
1516 W Grand Ave APT 2W,,Sold,Condo,388000,10/01/19,2,2,1500,Y,171,2005
2339 W Ohio St,,Sold,Single Family,832500,09/03/19,4,4,3195,Y,N/A,2001
1500 W Grand Ave APT 1W,,Sold,Condo,520000,09/14/20,3,3,2200,Y,350,2004
516 N Elizabeth St APT 3S,,Sold,Condo,431000,08/13/20,2,2,1385,Y,394,1999
1512 W Ohio St,,Sold,Multi Family,550000,09/15/20,7,4,836,N,N/A,1865
"2324 W Huron St APT 2E, Unknown, IL ",,Sold,Condo,440000,04/21/20,,--,,N,465,Data
2106 W Superior St,,Sold,Single Family,1325000,04/13/20,4,3,4000,Y,N/A,1998
2258 W Huron St UNIT G,,Sold,Condo,400000,04/12/20,2,2,1708,Y,415,1912
1513 W Ohio St #3E,,Sold,Condo,654000,07/10/20,3,2,No Data,Y,220,2020
1459 W Grand Ave #1,,Sold,Condo,741000,12/01/19,,--,,N,N/A,Data
2332 W Huron St #1,,Sold,Condo,355000,12/18/19,2,2,No Data,N,225,1899
1941 W Erie St #3E,,Sold,Condo,500000,08/20/20,2,2,1500,N,N/A,2004
1243 W Erie St,,Sold,Multi Family,1065000,12/11/19,1,7,1250,Y,N/A,1992
1511 W Ohio St,,Sold,Single Family,655000,09/13/20,,--,,N,N/A,1950
1508 W Ohio St APT 3,,Sold,Condo,578000,06/12/20,3,3,1870,Y,526,Data
1504 W Ohio St APT 3R,,Sold,Condo,530000,05/14/20,2,3,1852,Y,379,1896
106 N Aberdeen St UNIT 4,,Sold,Condo,495000,08/03/20,2,3,No Data,Y,485,1912
2033 W Superior St APT 1W,,Sold,Condo,610000,06/19/20,3,3,3000,Y,292,1999
2121 W Race Ave,,Sold,Single Family,815000,07/29/20,4,4,3500,Y,N/A,2007
1839 W Erie St #1,,Sold,Condo,348000,10/31/19,2,2,No Data,Y,200,1891
1118 W Fulton Market APT 501,,Sold,Condo,730000,10/17/19,,--,,N,513,1920
1000 W Washington Blvd UNIT 311,,Sold,Condo,307500,08/25/19,1,1,1000,Y,504,1910
215 N Aberdeen St UNIT 311A,,Sold,Condo,675000,04/03/20,3,2.,,Y,916,1918
1156 W Ohio St #2E,,Sold,Condo,800000,06/26/20,3,3,2000,Y,234,2019
810 W Lake St,,Sold,Single Family,9841500,04/23/20,,--,,N,N/A,1904
740 W Fulton St APT 913,,Sold,Condo,515000,08/12/19,2,2,1391,Y,645,2007
515 N Noble St APT 302,,Sold,Condo,317500,06/11/20,1,1,1200,Y,400,1886
1234 W Huron St,,Sold,Multi Family,589500,03/20/20,4,--,,Y,N/A,1875
504 N Hermitage Ave #2N,,Sold,Condo,639000,09/10/20,3,3,No Data,Y,227,2020
1000 W Washington Blvd UNIT 405,,Sold,Condo,675000,08/30/20,2,2,2050,Y,N/A,1910
1160 W Ohio St,,Sold,Condo,800000,08/23/20,,--,,N,N/A,Data
559 N Artesian Ave,,Sold,Condo,265000,10/10/19,3,2,,N,285,2000
2310 W Huron St APT 3A,,Sold,Condo,295000,06/22/20,2,1,920,Y,249,1911
2235 W Maypole Ave UNIT 101,,Sold,Condo,282000,12/09/19,3,2,1600,Y,333,2006
1462 W Ohio St #1,,Sold,Condo,745000,07/17/20,3,4,2800,Y,207,2020
428 N Noble St APT 1,,Sold,Condo,255000,09/11/19,1,1,1300,N,150,2000
1319 W Chicago Ave UNIT 3,,Sold,Condo,315000,10/16/19,2,2,,Y,115,2003
11 S Green St,,Sold,Multi Family,950000,07/20/20,1,1,,N,N/A,2015
1224 W Hubbard St #3,,Sold,Condo,526000,03/15/20,2,2,1500,Y,186,2006
469 N Paulina St APT 404,,Sold,Condo,657500,08/29/19,3,2,1800,Y,427,2016
1459 W Superior St #2E,,Sold,Condo,595000,10/25/19,3,2,1500,Y,200,2019
1807 W Race Ave,,Sold,Multi Family,599000,11/22/19,5,2,2154,Y,N/A,1885
2123 W Grand Ave,,Sold,N/A,57500,08/07/19,2,N/A,N/A,N/A,N/A,N/A
1528 W Huron St,,Sold,Multi Family,857500,12/01/19,8,4,1108,N,N/A,1880
1118 W Fulton St #202,,Sold,Condo,352500,09/14/20,1,1,823,Y,222,1920
2607 W Chicago Ave,,Sold,Multi Family,595000,07/26/20,2,1,,N,N/A,Data
2120 W Washington Blvd #P8E,,Sold,Single Family,6000,03/05/20,,--,,N,34,2004
2455 W Ohio St UNIT 2E,,Sold,Townhouse,480000,09/08/19,2,3,2350,Y,212,1999
1260 W Washington Blvd APT 404,,Sold,Condo,670000,07/23/20,3,2,1726,Y,480,2002
2326 W Erie St,,Sold,Single Family,963000,11/11/19,5,4,3000,Y,N/A,1957
515 N Noble St APT 212,,Sold,Condo,342000,09/11/19,1,1,1300,Y,338,1900
1948 W Erie St,,Sold,Single Family,1180000,09/04/19,4,4,2583,Y,N/A,2014
1118 W Fulton Market,,Sold,Condo,352500,09/11/20,,--,,N,513,1920
1118 W Fulton Market APT 308,,Sold,Condo,685000,08/05/19,2,2,1700,N,513,1925
1238 W Ohio St #2,,Sold,Condo,380000,12/16/19,2,2,No Data,Y,88,1997
1533 W Superior St #N2,,Sold,Condo,799000,04/30/20,4,4,2300,Y,120,2019
900 W. Washington ##503,,Sold,Condo,1200000,12/12/19,2,3,1605,N,N/A,Data
1523 W Huron St #1,,Sold,Condo,580000,05/31/20,3,3,2400,Y,179,2007
2456 W Ohio St,,Sold,Single Family,1310000,08/24/20,5,4,4200,Y,871,2020
1157 W Erie St #6,,Sold,Condo,1840000,05/27/20,5,3,4800,Y,500,2019
2546 W Washington Blvd #1,,Sold,Condo,284500,10/01/19,,--,,N,N/A,2005
222 N Halsted St,,Sold,Single Family,50300000,09/18/19,,--,,N,N/A,Data
1448 W Erie St #3,,Sold,Condo,599000,12/13/19,2,2,1450,Y,135,2018
1758 W Ohio St #B,,Sold,Townhouse,745000,07/22/20,3,4,3000,Y,175,2004
2024 W Superior St,,Sold,Multi Family,557750,04/15/20,2,2,No Data,Y,N/A,1892
733 N Noble St APT 2R,,Sold,Condo,230000,07/10/20,1,1,No Data,N,136,1889
2032 W Superior St APT 2,,Sold,Condo,360000,10/07/19,2,2,1200,Y,155,2006
1427 W Superior St APT 2R,,Sold,Condo,357500,11/07/19,3,2,1134,Y,143,2002
740 W Fulton St APT 1309,,Sold,Condo,450000,08/15/19,2,2,1100,Y,571,2008
456 N Carpenter St APT 3,,Sold,Condo,780000,09/18/20,3,2,2000,Y,348,2015
603 N Armour St,,Sold,Townhouse,525000,07/27/20,3,3,1800,Y,N/A,1991
1615 W Huron St,,Sold,Single Family,1007000,04/06/20,4,4,4000,Y,N/A,2007
2114 W Erie St APT 2W,,Sold,Condo,374500,12/03/19,2,2,1250,Y,131,2002
2726 W Maypole Ave,,Sold,Single Family,309000,09/12/19,3,3,2300,Y,1444,1877
525 N Ada St #200,,Sold,Condo,350000,08/23/19,1,1,No Data,Y,361,Data
1400 W Ohio St APT 1,,Sold,Condo,240000,10/01/19,2,1,,Y,185,1997
155 N Aberdeen St #P-21,,Sold,Condo,645000,09/30/19,,--,,N,N/A,Data
1750 W Ohio St #2,,Sold,Condo,380000,08/14/20,2,3,1300,Y,180,1916
1324 W Huron St APT 1F,,Sold,Condo,245000,07/27/20,2,1,900,N,135,1922
1654 W Huron St,,Sold,Single Family,1470000,03/10/20,4,2,2200,N,N/A,1887
1702 W Erie St APT 3,,Sold,Condo,370000,10/14/19,2,2,1600,Y,195,1876
1345 W Huron St APT 1,,Sold,Condo,586000,08/14/20,3,3,2100,Y,198,2016
1647 W Superior St,,Sold,Single Family,825000,08/27/20,4,4,3564,Y,N/A,1892
1330 W Huron St APT 2R,,Sold,Apartment,1325,08/29/20,2,1,,Y,N/A,1893
2111 W Race Ave,,Sold,Single Family,920000,09/16/20,4,4,3300,Y,N/A,2015
1718 W Superior St APT 1W,,Sold,Condo,626000,06/04/20,4,3,2700,Y,200,2005
516 N Western Ave,,Sold,N/A,890000,03/12/20,6,N/A,N/A,N/A,N/A,N/A
106 N Aberdeen St UNIT 5B,,Sold,Condo,320000,04/27/20,,--,,N,346,1912
1915 W Race Ave,,Sold,Single Family,1100000,06/26/20,4,4,3300,Y,N/A,2014
737 W Washington Blvd APT 2006,,Sold,Condo,435000,05/04/20,1,2,1040,Y,607,2003
1437 W Grand Ave #1-S,,Sold,Condo,750000,06/15/20,4,3,3000,Y,215,2019
2632 West Grand Ave,,Sold,Single Family,380000,07/27/20,,1,2326,N,N/A,Data
1224 W Ohio St #2,,Sold,Condo,540000,03/11/20,,--,,N,218,Data
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
